2:45:24 PM,3.33,0.00,5.00,3.33,1.67,3.33,10.00,0.00,0.00,
2:46:03 PM,5.00,1.67,3.33,3.33,10.00,1.67,0.00,10.00,10.00,
2:46:43 PM,6.67,0.00,5.00,1.67,1.67,8.33,10.00,0.00,0.00,
2:47:22 PM,0.00,10.00,8.33,3.33,5.00,0.00,10.00,0.00,0.00,
2:48:02 PM,1.67,10.00,0.00,6.67,10.00,6.67,10.00,10.00,10.00,
2:48:41 PM,0.00,5.00,1.67,10.00,5.00,1.67,10.00,10.00,10.00,
2:49:20 PM,3.33,10.00,6.67,3.33,10.00,10.00,10.00,0.00,10.00,
2:50:00 PM,1.67,5.00,6.67,10.00,1.67,0.00,0.00,0.00,10.00,
2:50:40 PM,5.00,3.33,0.00,10.00,3.33,8.33,0.00,10.00,0.00,
2:51:19 PM,0.00,1.67,8.33,3.33,8.33,6.67,0.00,0.00,10.00,
